Member_number,Date,itemDescription,quantidade,price
1900,24-09-2015,yogurt,8,26.10
3483,22-11-2015,tropical fruit,9,39.25
4686,14-09-2015,other vegetables,6,29.99
1355,28-03-2015,soda,1,35.10
3548,19-03-2015,whole milk,2,94.99
1275,16-07-2015,whole milk,4,53.45
4577,04-11-2015,root vegetables,4,57.45
2286,21-11-2015,whole milk,6,24.60
4287,06-08-2015,root vegetables,2,2.60
2840,07-08-2015,rolls/buns,8,28.99
2585,13-02-2015,whole milk,4,18.50
2958,27-01-2015,tropical fruit,3,53.75
3788,16-02-2015,soda,2,78.50
4015,27-03-2015,other vegetables,8,17.75
4814,12-02-2015,soda,8,88.99
2978,25-11-2015,other vegetables,8,17.75
2390,21-08-2015,other vegetables,8,96.10
3394,13-12-2015,rolls/buns,8,18.75
4671,01-08-2015,whole milk,4,98.25
3647,03-03-2015,other vegetables,8,48.10
3306,28-09-2015,yogurt,1,21.45
3210,23-12-2015,tropical fruit,9,95.99
3050,21-06-2015,bottled water,8,100.99
4406,01-02-2015,whole milk,6,90.45
4277,09-08-2015,root vegetables,1,42.99
4704,19-08-2015,whole milk,4,35.50
2117,07-11-2015,pastry,4,34.25
3535,18-01-2015,pastry,2,77.75
2014,23-06-2015,yogurt,4,69.10
4212,31-03-2015,other vegetables,4,59.20
3682,12-10-2015,bottled water,4,26.25
2406,10-03-2015,rolls/buns,1,70.25
4308,07-04-2015,soda,2,29.50
1566,05-06-2015,whole milk,1,7.25
2839,31-10-2015,whole milk,2,68.20
2325,16-04-2015,soda,8,97.50
3703,16-06-2015,soda,0,0.20
1456,19-07-2015,whole milk,3,44.99
1983,09-08-2015,pastry,5,50.60
3793,07-08-2015,whole milk,5,2.25
3459,23-01-2015,tropical fruit,7,9.45
3044,05-01-2015,bottled water,4,27.20
1188,09-01-2015,rolls/buns,8,74.99
1692,28-06-2015,soda,9,96.10
3577,12-05-2015,rolls/buns,9,73.60
4951,13-03-2015,tropical fruit,3,83.50
1714,02-08-2015,rolls/buns,6,15.25
1610,26-05-2015,root vegetables,0,14.50
2416,15-02-2015,yogurt,6,91.10
3124,09-04-2015,whole milk,6,5.99
2684,11-01-2015,rolls/buns,8,86.50
1009,05-10-2015,yogurt,4,96.20
1460,13-01-2015,other vegetables,9,24.20
1526,26-11-2015,whole milk,6,70.50
2534,18-05-2015,soda,9,74.45
3794,28-04-2015,bottled water,3,1.60
1405,28-02-2015,whole milk,5,12.50
4544,07-01-2015,whole milk,0,45.75
2918,08-04-2015,other vegetables,5,67.20
2584,31-03-2015,whole milk,8,90.10
2212,16-04-2015,pastry,1,47.45
4573,10-10-2015,whole milk,4,0.50
3316,03-01-2015,whole milk,5,79.25
3548,01-06-2015,rolls/buns,3,12.20
4927,19-10-2015,soda,7,30.45
3214,22-12-2015,root vegetables,6,26.45
3275,18-06-2015,other vegetables,8,27.25
1622,11-03-2015,rolls/buns,3,71.45
3674,13-08-2015,yogurt,5,41.99
4214,07-10-2015,citrus fruit,2,19.50
3877,17-09-2015,soda,9,44.10
2168,25-11-2015,rolls/buns,4,43.50
3082,22-05-2015,whole milk,5,83.50
2200,08-03-2015,citrus fruit,8,97.45
4670,31-08-2015,root vegetables,1,47.50
2053,21-09-2015,yogurt,8,28.45
4656,25-12-2015,root vegetables,2,48.60
2741,11-09-2015,yogurt,4,97.10
2010,19-12-2015,root vegetables,5,6.99
2586,10-07-2015,tropical fruit,0,90.50
3511,15-11-2015,other vegetables,7,97.75
2235,20-01-2015,whole milk,7,75.45
3462,16-02-2015,soda,1,77.60
1340,23-01-2015,whole milk,8,69.20
4015,10-01-2015,whole milk,8,19.99
1719,10-09-2015,whole milk,5,64.99
1542,15-05-2015,whole milk,8,36.99
4003,21-11-2015,root vegetables,6,86.75
4224,06-12-2015,pastry,7,0.45
1292,05-07-2015,whole milk,5,45.25
4018,28-04-2015,whole milk,4,0.60
4016,21-04-2015,yogurt,5,0.50
3654,16-12-2015,bottled water,8,7.10
1312,09-02-2015,other vegetables,6,3.50
3534,09-03-2015,yogurt,7,63.75
3399,12-07-2015,other vegetables,9,27.45
2136,10-02-2015,whole milk,1,29.75
1888,10-04-2015,whole milk,4,51.60
4632,04-10-2015,soda,6,92.60
4376,22-07-2015,soda,0,3.50
3760,04-06-2015,soda,7,63.45
3132,12-08-2015,soda,3,26.60
1252,11-03-2015,pastry,8,6.20
3698,24-08-2015,whole milk,6,34.45
2703,27-03-2015,bottled water,7,60.99
1115,22-01-2015,yogurt,6,36.45
3098,04-09-2015,bottled water,0,15.45
4240,04-12-2015,other vegetables,3,4.10
3120,14-11-2015,other vegetables,8,24.75
1608,13-11-2015,citrus fruit,2,31.75
4646,31-07-2015,bottled water,1,50.20
2448,29-12-2015,pastry,6,61.25
1233,13-08-2015,other vegetables,0,7.75
3815,15-09-2015,whole milk,1,28.25
3976,20-09-2015,bottled water,8,41.10
1524,05-03-2015,soda,7,70.50
2165,06-09-2015,yogurt,9,93.25
3710,15-07-2015,yogurt,3,55.50
1866,13-07-2015,pastry,2,17.75
1764,15-11-2015,soda,7,35.75
3758,06-03-2015,yogurt,1,66.75
4002,28-08-2015,whole milk,9,4.25
2911,14-07-2015,other vegetables,8,56.99
1611,04-04-2015,other vegetables,5,38.45
4378,04-05-2015,rolls/buns,9,99.20
1730,24-01-2015,whole milk,8,5.10
4793,04-11-2015,soda,2,55.75
3966,11-01-2015,whole milk,6,56.99
3018,18-01-2015,soda,8,67.20
3600,17-08-2015,other vegetables,4,73.25
1239,24-01-2015,whole milk,3,54.99
1654,28-09-2015,rolls/buns,7,94.20
3551,24-07-2015,pastry,1,75.25
2861,02-12-2015,whole milk,6,54.20
1351,26-02-2015,other vegetables,3,10.60
2645,27-06-2015,rolls/buns,3,24.50
4202,02-05-2015,other vegetables,6,88.60
2653,02-03-2015,other vegetables,8,100.45
2441,31-05-2015,yogurt,6,42.45
3858,27-03-2015,soda,5,19.60
4017,11-10-2015,yogurt,4,28.25
3352,02-07-2015,rolls/buns,4,17.50
1391,21-08-2015,yogurt,0,86.25
4352,29-12-2015,other vegetables,5,90.10
1618,02-08-2015,whole milk,5,66.45
2433,21-06-2015,other vegetables,1,29.99
3515,21-04-2015,root vegetables,2,60.45
1786,10-02-2015,citrus fruit,9,10.50
3844,27-06-2015,other vegetables,6,14.50
4859,10-05-2015,soda,8,57.99
4172,08-10-2015,soda,1,6.50
1796,15-08-2015,other vegetables,5,100.20
2524,05-12-2015,other vegetables,8,55.75
3761,30-03-2015,other vegetables,2,89.25
1830,16-01-2015,other vegetables,0,10.45
4144,01-04-2015,whole milk,1,95.60
3803,27-01-2015,tropical fruit,7,61.50
4503,09-08-2015,bottled water,3,47.99
2301,24-12-2015,bottled water,8,56.10
1603,13-07-2015,whole milk,6,97.75
3089,16-02-2015,citrus fruit,1,82.99
2985,29-05-2015,whole milk,0,10.45
1048,18-10-2015,tropical fruit,1,21.75
4431,16-11-2015,pastry,7,70.10
3977,16-04-2015,yogurt,5,94.50
3886,18-11-2015,whole milk,3,93.99
4453,23-08-2015,yogurt,6,65.99
2446,29-07-2015,tropical fruit,7,80.10
1483,25-04-2015,soda,9,9.25
3902,29-11-2015,whole milk,6,30.10
2169,21-10-2015,whole milk,3,34.60
3998,23-01-2015,citrus fruit,8,27.60
3966,01-06-2015,root vegetables,2,17.75
1430,12-11-2015,yogurt,3,34.60
2055,07-07-2015,other vegetables,9,11.25
4138,10-10-2015,other vegetables,4,35.20
3481,04-10-2015,whole milk,8,9.99
1886,02-12-2015,rolls/buns,3,93.20
2910,19-07-2015,yogurt,8,29.10
1013,02-07-2015,whole milk,1,21.20
2470,14-05-2015,whole milk,7,21.45
3179,21-03-2015,rolls/buns,3,13.25
2285,16-12-2015,tropical fruit,8,52.25
2617,03-01-2015,pastry,6,24.60
4601,15-12-2015,other vegetables,8,77.50
4722,13-10-2015,other vegetables,2,13.75
4605,13-08-2015,yogurt,7,51.20
4280,02-05-2015,bottled water,2,79.60
4544,21-01-2015,root vegetables,5,67.75
4839,03-06-2015,root vegetables,6,43.45
2785,04-08-2015,whole milk,8,76.20
1594,23-01-2015,yogurt,3,68.20
4675,16-01-2015,rolls/buns,6,89.75
1321,13-04-2015,soda,0,74.99
4437,13-06-2015,root vegetables,4,38.75
2249,29-05-2015,bottled water,0,31.50
4125,14-06-2015,other vegetables,7,36.20
3575,20-01-2015,bottled water,5,28.20
2691,04-11-2015,other vegetables,4,66.20
4648,03-08-2015,bottled water,0,17.45
4104,01-01-2015,soda,1,3.20
3746,13-07-2015,whole milk,2,24.50
4441,09-11-2015,rolls/buns,5,63.25
2540,16-02-2015,soda,8,95.99
1997,06-06-2015,bottled water,7,39.45
1523,28-03-2015,bottled water,2,52.25
3165,18-08-2015,other vegetables,1,36.60
3661,25-07-2015,other vegetables,9,77.25
1279,10-09-2015,whole milk,5,93.45
1012,19-11-2015,rolls/buns,8,84.20
2362,23-11-2015,citrus fruit,7,92.10
3229,07-08-2015,bottled water,4,23.99
4351,16-01-2015,tropical fruit,6,23.10
4397,27-06-2015,other vegetables,2,36.99
1086,17-11-2015,soda,8,81.60
4293,24-08-2015,other vegetables,5,10.25
4524,22-04-2015,soda,4,67.99
1460,24-06-2015,bottled water,3,36.50
2960,19-12-2015,other vegetables,8,96.75
1822,03-03-2015,rolls/buns,9,42.45
4877,06-11-2015,other vegetables,5,57.45
1567,11-04-2015,bottled water,4,56.25
3547,21-10-2015,other vegetables,3,33.99
4831,06-04-2015,yogurt,3,50.10
1398,15-04-2015,whole milk,7,45.75
1779,28-10-2015,rolls/buns,7,95.75
1823,27-11-2015,bottled water,0,58.45
1565,15-10-2015,other vegetables,3,86.50
2817,22-12-2015,pastry,4,19.45
3736,27-11-2015,other vegetables,2,44.45
4405,06-01-2015,whole milk,8,67.75
1372,25-06-2015,tropical fruit,3,18.60
4820,01-05-2015,rolls/buns,8,8.60
4115,20-03-2015,pastry,1,82.50
2236,03-02-2015,whole milk,8,63.75
2678,20-03-2015,whole milk,8,90.20
1934,04-08-2015,rolls/buns,7,100.10
2782,09-04-2015,bottled water,0,59.60
4869,03-04-2015,pastry,4,9.10
1358,11-09-2015,whole milk,2,69.20
1615,03-12-2015,pastry,2,2.25
4734,12-07-2015,tropical fruit,7,97.99
2419,22-08-2015,whole milk,8,34.45
4989,03-06-2015,root vegetables,8,40.10
2010,06-11-2015,soda,3,46.50
2600,29-04-2015,whole milk,1,88.45
3603,30-01-2015,tropical fruit,5,5.60
4352,14-04-2015,yogurt,9,12.50
1477,16-05-2015,root vegetables,2,26.60
2745,27-01-2015,root vegetables,0,55.10
3776,17-05-2015,citrus fruit,1,71.25
1062,18-09-2015,whole milk,7,26.75
1546,03-01-2015,bottled water,4,43.60
2020,19-11-2015,yogurt,6,33.25
1107,03-01-2015,rolls/buns,8,55.25
1407,29-07-2015,whole milk,6,60.75
2940,21-05-2015,root vegetables,2,87.60
3165,15-06-2015,whole milk,0,38.20
4306,28-12-2015,whole milk,3,99.99
4302,05-11-2015,rolls/buns,2,86.99
4516,29-03-2015,yogurt,8,79.25
3582,31-03-2015,whole milk,9,18.25
1534,10-07-2015,other vegetables,2,95.20
1218,05-07-2015,yogurt,6,100.10
4482,30-11-2015,rolls/buns,8,69.75
2574,11-12-2015,other vegetables,2,41.75
2767,27-01-2015,root vegetables,1,98.60
3062,08-06-2015,bottled water,2,97.99
2232,06-05-2015,citrus fruit,6,39.99
3643,20-09-2015,pastry,3,79.10
4796,10-06-2015,whole milk,6,79.20
2502,07-02-2015,whole milk,3,67.25
2205,07-03-2015,rolls/buns,6,73.50
3679,30-08-2015,rolls/buns,6,85.75
2380,12-02-2015,pastry,7,19.20
1825,06-10-2015,soda,2,5.10
2868,18-07-2015,whole milk,2,34.25
2709,20-08-2015,rolls/buns,6,96.60
2634,22-04-2015,other vegetables,5,70.20
4832,03-12-2015,whole milk,6,55.45
2061,27-12-2015,tropical fruit,1,53.75
2210,13-01-2015,whole milk,0,89.45
4166,26-07-2015,pastry,1,41.45
3907,25-10-2015,other vegetables,4,68.45
2855,05-08-2015,whole milk,4,59.10
2840,27-05-2015,rolls/buns,1,73.99
4063,14-07-2015,pastry,3,2.50
4780,03-07-2015,whole milk,5,53.20
4579,29-10-2015,root vegetables,3,35.99
4108,21-07-2015,rolls/buns,7,35.45
1664,01-04-2015,whole milk,4,45.50
4172,18-02-2015,whole milk,2,7.10
3385,22-06-2015,yogurt,2,67.10
4487,22-01-2015,tropical fruit,0,6.75
4218,03-10-2015,root vegetables,4,0.75
4437,28-07-2015,rolls/buns,9,83.50
1081,03-05-2015,yogurt,1,66.50
3424,16-08-2015,rolls/buns,9,67.10
3090,04-11-2015,other vegetables,0,82.20
4585,01-05-2015,tropical fruit,7,82.20
3751,01-01-2015,citrus fruit,9,74.10
2650,11-05-2015,soda,4,12.50
4282,23-06-2015,other vegetables,4,65.60
2983,11-09-2015,soda,5,32.60
2075,20-01-2015,root vegetables,2,12.20
3752,08-02-2015,other vegetables,8,49.50
1277,01-12-2015,rolls/buns,1,12.10
4403,20-09-2015,other vegetables,5,0.45
2902,06-06-2015,pastry,6,42.75
1494,25-06-2015,whole milk,9,76.99
2144,05-01-2015,other vegetables,1,73.75
2755,17-05-2015,whole milk,4,13.75
2311,01-11-2015,other vegetables,0,8.20
3304,28-03-2015,soda,4,52.60
2719,30-05-2015,whole milk,0,38.75
4682,19-03-2015,root vegetables,9,66.60
4508,07-10-2015,root vegetables,4,55.25
4688,03-08-2015,other vegetables,5,13.45
4537,22-01-2015,rolls/buns,1,71.10
1599,13-10-2015,soda,7,0.99
2013,07-02-2015,other vegetables,0,57.60
2613,24-05-2015,rolls/buns,9,99.20
1705,12-10-2015,soda,4,92.20
3614,28-04-2015,pastry,4,16.99
2825,14-08-2015,whole milk,6,83.99
3195,14-06-2015,rolls/buns,8,38.25
4170,08-01-2015,rolls/buns,7,58.99
1959,09-07-2015,root vegetables,2,87.45
4463,15-08-2015,root vegetables,2,67.50
2226,06-01-2015,yogurt,2,31.20
3011,22-06-2015,rolls/buns,1,64.50
3778,03-12-2015,rolls/buns,1,73.20
3837,12-05-2015,other vegetables,9,61.45
3885,15-10-2015,rolls/buns,7,39.20
1054,21-10-2015,other vegetables,2,42.60
2131,27-08-2015,other vegetables,1,61.60
2876,09-09-2015,other vegetables,1,57.20
2438,20-02-2015,citrus fruit,6,62.10
1777,21-04-2015,tropical fruit,4,12.50
1659,10-03-2015,tropical fruit,0,10.99
4809,04-02-2015,whole milk,3,100.20
3715,06-04-2015,rolls/buns,5,20.50
2676,07-11-2015,bottled water,7,39.60
3996,31-08-2015,other vegetables,6,100.99
2499,18-02-2015,root vegetables,5,90.10
2779,01-12-2015,rolls/buns,6,68.20
4154,02-07-2015,soda,0,74.45
2601,20-05-2015,other vegetables,6,45.25
2511,16-03-2015,whole milk,7,44.50
4246,01-12-2015,whole milk,6,95.50
2100,19-09-2015,tropical fruit,4,47.45
2380,01-06-2015,whole milk,8,9.10
3824,12-02-2015,whole milk,2,35.20
1923,30-04-2015,other vegetables,4,35.25
4826,17-01-2015,whole milk,8,5.20
1094,08-09-2015,whole milk,9,5.10
1729,01-08-2015,whole milk,0,55.99
1893,18-01-2015,root vegetables,2,31.45
3478,02-04-2015,rolls/buns,2,92.25
3307,03-03-2015,other vegetables,9,64.99
3595,17-12-2015,whole milk,0,28.45
4934,17-03-2015,other vegetables,0,74.10
3386,03-02-2015,yogurt,3,34.99
4125,21-03-2015,yogurt,9,51.10
3613,05-10-2015,other vegetables,6,16.50
3486,29-01-2015,yogurt,8,62.20
2523,04-07-2015,other vegetables,6,73.50
4819,01-10-2015,rolls/buns,1,57.75
4455,30-06-2015,whole milk,7,50.10
3467,27-11-2015,citrus fruit,5,69.10
3296,27-06-2015,other vegetables,4,53.99
1324,10-04-2015,whole milk,5,61.60
4787,12-08-2015,whole milk,2,76.45
4159,28-12-2015,tropical fruit,9,27.75
2600,16-12-2015,other vegetables,2,96.25
2818,22-11-2015,whole milk,1,11.99
3358,19-03-2015,soda,6,92.99
2764,28-12-2015,tropical fruit,4,55.75
3982,25-07-2015,yogurt,1,16.99
2117,28-03-2015,bottled water,7,99.20
2706,12-02-2015,other vegetables,1,69.25
4036,26-05-2015,whole milk,1,93.10
2855,09-09-2015,soda,7,27.50
4548,28-07-2015,root vegetables,1,61.75
4526,24-08-2015,rolls/buns,1,97.60
1468,09-10-2015,other vegetables,0,65.45
4982,01-08-2015,pastry,2,6.75
1330,02-11-2015,soda,4,100.45
4456,17-04-2015,other vegetables,1,3.75
3773,27-11-2015,soda,0,1.50
4593,12-02-2015,other vegetables,8,42.60
2244,28-01-2015,yogurt,3,1.60
4296,26-08-2015,yogurt,1,45.50
3296,02-03-2015,root vegetables,5,2.75
4052,21-04-2015,whole milk,4,81.20
1861,19-05-2015,other vegetables,6,84.10
2319,10-05-2015,yogurt,9,95.10
4277,06-12-2015,rolls/buns,7,92.75
3589,05-10-2015,tropical fruit,3,21.99
4048,08-05-2015,rolls/buns,8,75.99
4637,14-05-2015,pastry,3,78.25
2599,22-11-2015,tropical fruit,6,34.50
4626,24-12-2015,rolls/buns,5,82.10
2646,11-11-2015,root vegetables,6,25.50
4242,09-12-2015,whole milk,1,19.20
2344,14-02-2015,root vegetables,1,88.75
4645,29-12-2015,soda,7,55.60
3154,10-04-2015,root vegetables,5,76.45
2444,12-05-2015,yogurt,9,31.75
2100,13-10-2015,citrus fruit,4,78.75
3137,24-08-2015,other vegetables,7,22.60
1696,01-03-2015,whole milk,3,56.50
1332,03-04-2015,rolls/buns,6,89.99
4748,24-03-2015,root vegetables,7,72.10
1140,26-06-2015,other vegetables,2,33.60
1976,14-10-2015,root vegetables,8,44.20
3353,13-04-2015,yogurt,3,60.60
2190,14-05-2015,rolls/buns,3,27.45
3221,29-06-2015,soda,6,20.75
2542,08-03-2015,yogurt,9,87.25
1031,15-10-2015,other vegetables,8,95.25
4245,04-06-2015,yogurt,2,9.50
1851,29-06-2015,whole milk,4,19.50
4108,27-09-2015,yogurt,2,88.50
4001,21-06-2015,soda,7,89.25
1939,15-07-2015,whole milk,3,48.99
2530,30-08-2015,other vegetables,5,89.50
3666,16-02-2015,other vegetables,5,74.10
1123,12-11-2015,soda,4,84.75
4761,01-03-2015,other vegetables,1,12.60
1126,29-04-2015,whole milk,9,78.25
1892,30-09-2015,citrus fruit,2,16.99
3132,30-07-2015,yogurt,2,92.25
4316,11-01-2015,other vegetables,7,26.50
1769,30-12-2015,whole milk,9,71.75
1439,13-08-2015,whole milk,9,22.99
2542,24-11-2015,root vegetables,5,92.50
2065,22-01-2015,other vegetables,3,23.75
2774,28-10-2015,soda,2,61.10
1477,08-02-2015,rolls/buns,0,78.50
4697,11-09-2015,bottled water,4,30.99
3557,02-02-2015,bottled water,3,44.99
1985,26-11-2015,whole milk,1,82.50
1265,29-09-2015,tropical fruit,2,13.20
2406,04-09-2015,whole milk,3,12.25
3987,17-06-2015,pastry,2,82.75
1454,13-01-2015,tropical fruit,7,76.60
4335,05-12-2015,whole milk,5,34.99
2394,19-08-2015,whole milk,4,23.99
2435,30-08-2015,whole milk,8,97.60
1728,15-08-2015,bottled water,3,50.99
4708,14-04-2015,other vegetables,4,1.20
1160,20-11-2015,tropical fruit,3,25.75
4890,22-04-2015,whole milk,3,31.45
2525,14-01-2015,soda,4,40.75
3708,03-09-2015,other vegetables,6,56.50
4745,12-04-2015,rolls/buns,6,59.60
1493,23-02-2015,whole milk,7,71.25
1777,10-07-2015,pastry,8,7.25
2633,10-07-2015,rolls/buns,6,98.75
1917,23-01-2015,yogurt,4,60.60
1894,03-10-2015,soda,8,72.10
4220,21-08-2015,rolls/buns,7,56.60
4504,04-09-2015,citrus fruit,0,52.10
3175,23-11-2015,soda,7,68.45
2517,28-01-2015,yogurt,9,99.45
1431,07-11-2015,bottled water,6,21.10
3862,05-03-2015,yogurt,4,40.50
3178,08-12-2015,whole milk,6,68.99
1422,04-10-2015,whole milk,9,39.60
4230,15-03-2015,root vegetables,7,59.25
4935,02-04-2015,root vegetables,6,41.99
2143,25-07-2015,tropical fruit,2,57.50
3657,22-01-2015,soda,7,21.60
4369,25-08-2015,whole milk,4,18.45
2639,12-11-2015,citrus fruit,0,90.25
2706,14-08-2015,whole milk,4,94.60
2133,05-08-2015,whole milk,4,59.60
1729,28-08-2015,whole milk,4,73.50
1391,19-03-2015,rolls/buns,6,3.75
2613,11-04-2015,yogurt,0,12.99
4197,03-11-2015,pastry,6,35.50
2079,19-07-2015,whole milk,8,63.10
1108,30-07-2015,whole milk,3,6.60
3962,28-05-2015,yogurt,7,52.45
4937,28-06-2015,other vegetables,7,83.50
1472,19-09-2015,bottled water,0,79.45
4477,15-02-2015,whole milk,3,13.99
4295,24-03-2015,tropical fruit,8,68.60
2398,08-01-2015,soda,7,50.50
2945,19-07-2015,pastry,0,24.45
1472,11-02-2015,yogurt,3,5.50
4835,09-12-2015,root vegetables,2,96.25
1832,17-11-2015,pastry,9,10.99
4686,12-11-2015,citrus fruit,0,78.60
3494,25-03-2015,whole milk,0,33.25
1819,25-06-2015,soda,6,18.10
2807,03-07-2015,whole milk,6,12.10
1133,26-03-2015,whole milk,6,39.60
4923,19-04-2015,rolls/buns,8,87.10
3912,06-01-2015,rolls/buns,1,89.99
5000,10-02-2015,root vegetables,6,88.60
1058,06-04-2015,bottled water,6,42.45
4397,03-04-2015,yogurt,8,34.45
3694,27-10-2015,citrus fruit,2,42.25
1039,31-05-2015,rolls/buns,3,5.75
1081,21-01-2015,whole milk,0,41.20
3064,02-01-2015,other vegetables,9,39.45
4794,27-10-2015,tropical fruit,0,96.45
4933,02-01-2015,bottled water,3,85.50
1303,29-05-2015,pastry,1,13.10
3595,06-08-2015,other vegetables,6,30.25
4113,13-08-2015,rolls/buns,6,10.75
3534,11-11-2015,pastry,7,70.45
4452,23-11-2015,other vegetables,5,99.75
3212,18-04-2015,whole milk,8,66.60
1874,29-07-2015,yogurt,7,29.20
4439,01-01-2015,tropical fruit,9,46.20
2868,04-12-2015,yogurt,1,95.99
4102,23-09-2015,other vegetables,9,30.45
1928,15-08-2015,bottled water,1,11.50
3416,15-11-2015,other vegetables,8,84.60
1536,05-01-2015,pastry,7,89.50
2517,22-03-2015,yogurt,7,98.20
4334,12-10-2015,other vegetables,8,35.45
4515,15-06-2015,other vegetables,7,55.50
4734,10-02-2015,yogurt,8,56.99
2356,15-06-2015,pastry,1,87.20
4281,03-04-2015,whole milk,6,25.20
2119,24-09-2015,soda,7,35.20
3208,24-06-2015,root vegetables,3,96.45
3344,01-04-2015,whole milk,9,78.10
2106,24-11-2015,yogurt,7,25.50
3227,30-11-2015,pastry,1,42.99
1505,27-07-2015,citrus fruit,4,32.10
1035,24-04-2015,yogurt,8,53.50
3520,09-11-2015,other vegetables,6,1.20
3104,04-06-2015,citrus fruit,6,47.99
2672,17-01-2015,pastry,4,66.75
1048,06-10-2015,whole milk,3,61.99
3441,12-04-2015,root vegetables,8,13.20
1654,09-11-2015,citrus fruit,3,88.45
2408,21-06-2015,tropical fruit,8,74.60
4303,22-02-2015,tropical fruit,9,48.99
2011,22-03-2015,rolls/buns,2,10.20
3657,29-09-2015,soda,8,51.60
4030,15-08-2015,pastry,1,54.99
3637,25-11-2015,yogurt,4,95.10
1931,02-07-2015,bottled water,7,80.20
4486,23-10-2015,rolls/buns,5,14.50
4529,03-01-2015,soda,6,66.45
1855,09-11-2015,whole milk,5,30.10
4555,23-07-2015,whole milk,0,21.75
2796,17-10-2015,rolls/buns,6,15.75
2814,17-07-2015,whole milk,9,88.25
1105,22-05-2015,tropical fruit,8,69.20
3798,04-09-2015,yogurt,3,80.99
2916,13-06-2015,whole milk,4,4.99
1126,17-05-2015,root vegetables,2,72.25
4485,25-07-2015,whole milk,3,63.25
3262,08-07-2015,tropical fruit,6,49.10
4030,22-12-2015,other vegetables,7,44.99
3489,01-09-2015,yogurt,3,19.75
3774,16-02-2015,rolls/buns,2,29.75
3818,13-05-2015,tropical fruit,4,25.99
3434,10-06-2015,rolls/buns,2,47.20
1140,01-05-2015,other vegetables,3,39.75
4215,30-06-2015,whole milk,6,67.45
1869,16-05-2015,whole milk,3,34.10
1163,14-12-2015,citrus fruit,6,86.60
3222,05-08-2015,whole milk,2,21.10
4102,15-07-2015,whole milk,3,21.45
2856,21-08-2015,other vegetables,7,100.45
1041,02-04-2015,yogurt,5,73.25
1564,19-06-2015,yogurt,1,91.25
4552,17-10-2015,root vegetables,1,16.60
2516,31-07-2015,whole milk,0,27.20
4246,13-06-2015,rolls/buns,6,73.20
1090,21-10-2015,whole milk,6,44.45
2889,20-01-2015,yogurt,8,3.45
4558,05-04-2015,tropical fruit,9,70.60
2165,28-01-2015,other vegetables,9,86.25
2738,25-07-2015,rolls/buns,4,98.45
3593,27-05-2015,other vegetables,5,98.60
2449,21-04-2015,yogurt,4,26.45
1536,02-05-2015,rolls/buns,7,29.10
2379,11-08-2015,yogurt,4,51.10
4696,18-08-2015,citrus fruit,9,12.99
2680,03-01-2015,yogurt,4,94.10
4525,11-05-2015,whole milk,4,13.20
1098,12-11-2015,other vegetables,8,7.99
2316,08-06-2015,tropical fruit,8,6.20
3186,03-08-2015,rolls/buns,8,53.75
2540,05-03-2015,rolls/buns,9,54.99
3044,09-05-2015,other vegetables,3,39.45
2874,09-09-2015,whole milk,5,75.50
3220,14-10-2015,citrus fruit,7,62.25
2357,23-09-2015,soda,2,70.45
2654,03-03-2015,citrus fruit,3,19.99
4852,28-04-2015,soda,4,41.99
2340,12-07-2015,soda,3,41.45
3570,02-09-2015,other vegetables,5,93.20
1320,19-01-2015,root vegetables,0,86.50
4473,07-09-2015,rolls/buns,5,95.45
2763,01-02-2015,yogurt,2,51.75
2780,11-10-2015,whole milk,1,30.20
2568,20-08-2015,root vegetables,4,5.45
3878,28-07-2015,tropical fruit,5,70.25
3182,12-03-2015,whole milk,6,81.25
3042,02-10-2015,bottled water,8,97.99
4493,29-10-2015,root vegetables,6,66.45
1062,16-04-2015,other vegetables,6,83.60
3322,11-02-2015,whole milk,6,41.99
1998,15-05-2015,whole milk,7,56.75
1076,14-10-2015,whole milk,6,24.60
1992,02-08-2015,other vegetables,8,3.75
1261,21-05-2015,rolls/buns,6,83.45
4409,15-01-2015,whole milk,6,15.75
3031,30-08-2015,other vegetables,3,93.75
4240,18-09-2015,whole milk,4,66.99
2469,12-01-2015,whole milk,2,66.75
2346,17-09-2015,whole milk,2,55.20
2366,18-08-2015,pastry,6,82.10
2374,23-06-2015,root vegetables,7,27.10
1721,15-10-2015,whole milk,7,29.10
3475,10-06-2015,whole milk,8,49.60
2318,16-01-2015,root vegetables,2,0.20
1776,02-03-2015,pastry,6,27.75
1194,13-05-2015,soda,1,23.99
2095,06-04-2015,whole milk,1,2.60
1296,06-11-2015,root vegetables,8,57.45
2824,07-12-2015,whole milk,1,61.99
4852,29-06-2015,rolls/buns,1,88.25
1648,27-02-2015,rolls/buns,0,82.60
4303,08-04-2015,other vegetables,5,29.50
1325,26-05-2015,root vegetables,8,34.45
4146,09-02-2015,pastry,6,93.10
1753,26-02-2015,other vegetables,6,68.60
1098,27-09-2015,bottled water,9,17.25
1505,27-10-2015,other vegetables,3,35.60
4150,23-08-2015,pastry,8,14.20
1996,10-05-2015,root vegetables,1,71.60
1948,06-05-2015,yogurt,1,52.25
3926,23-03-2015,other vegetables,5,68.10
4105,03-12-2015,whole milk,7,98.45
1245,02-03-2015,rolls/buns,3,80.45
1870,05-09-2015,soda,6,66.45
4660,10-07-2015,root vegetables,7,29.99
3241,09-08-2015,whole milk,2,95.75
2880,19-06-2015,whole milk,2,90.10
3946,19-06-2015,citrus fruit,7,96.10
3355,02-12-2015,other vegetables,5,15.60
